doc,word,value
job2,machine learning technique,0.5
job2,management skill ability,0.0
job2,managing analyzing visualizing,0.0
job2,marketing product packaging,0.0
job2,marketing production website,0.0
job2,marketing web design,0.0
job2,matlab sas java,0.5
job2,matlab sas sql,0.0
job2,method machine learning,0.0
job2,number following language,0.333
job2,one three year,0.0
job2,oral written skill,0.0
job2,packaging advertisement multimedia,0.0
job2,photoshop dreamweaver illustrator,0.0
job2,platform excellent skill,0.0
job2,please contact job1mail,0.0
job2,please contact job44mail,0.0
job2,product packaging advertisement,0.0
job2,production website design,0.0
job2,proficient graphic design,0.0
job2,proficient python r,0.0
job2,programming background data,0.0
job2,programming background photoshop,0.0
job2,programming background proven,0.5
job2,proven experience delivering,0.5
job2,python matlab sas,0.333
job2,python r programming,0.0
job2,related scientific discipline,0.0
job2,relevant programming language,0.0
job2,sas java spark,0.5
job2,scala aws tableau,1.0
job2,science machine learning,0.0
job2,scientific discipline bioinformatics,0.0
job2,skill ability communicate,0.0
job2,skill ability meet,0.0
job2,skill adobe cs5,0.0
job2,skill bioinformatics database,0.0
job2,sophisticated statistical method,0.0
job2,spark scala aws,1.0
job2,sql python matlab,0.333
job2,statistic programming background,0.333
job2,statistical method machine,0.0
job2,strong knowledge html,0.0
job2,strong statistic programming,0.333
job2,three year experience,0.0
job2,time management skill,0.0
job2,tool managing analyzing,0.0
job2,tool relevant programming,0.0
job2,tool sql python,0.333
job2,understanding marketing product,0.0
job2,understanding marketing production,0.0
job2,using sophisticated statistical,0.0
job2,variety machine learning,0.5
job2,visualizing large datasets,0.0
job2,web design interactive,0.0
job2,web design strong,0.0
job2,web marketing web,0.0
job2,website design corporate,0.0
job2,written skill ability,0.0
job2,year experience advanced,0.0
job2,year experience bioinformatics,0.0
job2,year experience data,0.333
job2,year experience graphic,0.0
job2,year experience related,0.0
job3,ability meet deadline,0.0
job3,adobe cs5 programming,0.0
job3,advanced statistical technique,0.0
job3,advertisement multimedia design,0.0
job3,analysis modelling method,0.0
job3,analyzing visualizing large,1.0
job3,bachelor degree graphic,0.0
job3,background data science,1.0
job3,background photoshop dreamweaver,0.0
job3,background photoshop illustrator,0.0
job3,background proven experience,0.0
job3,bioinformatics data science,0.0
job3,bioinformatics database bioinformatics,0.0
job3,bioinformatics tool relevant,0.0
job3,corporate identity advertisement,0.0
job3,corporate identity product,0.0
job3,cs5 programming background,0.0
job3,data analysis modelling,0.0
job3,data science machine,1.0
job3,database bioinformatics tool,0.0
job3,degree graphic design,0.0
job3,delivering data science,0.0
job3,delivering machine learning,0.0
job3,design corporate identity,0.0
job3,design interactive medium,0.0
job3,design related field,0.0
job3,design strong knowledge,0.0
job3,design web design,0.0
job3,designer related field,0.0
job3,discipline bioinformatics data,0.0
job3,effective time management,0.0
job3,excellent oral written,0.0
job3,excellent skill adobe,0.0
job3,excellent skill bioinformatics,0.0
job3,experience advanced statistical,0.0
job3,experience bioinformatics data,0.0
job3,experience data analysis,0.0
job3,experience data analytic,0.0
job3,experience data architecture,0.0
job3,experience data design,0.0
job3,experience data modelling,1.0
job3,experience delivering data,0.0
job3,experience delivering machine,0.0
job3,experience graphic designer,0.0
job3,experience number following,0.333
job3,experience related scientific,0.0
job3,experience tool managing,1.0
job3,experience using sophisticated,0.0
job3,experience web marketing,0.0
job3,experienced mac platform,0.0
job3,five year experience,0.0
job3,following language tool,0.333
job3,four year experience,0.0
job3,graphic design related,0.0
job3,graphic design web,0.0
job3,graphic designer related,0.0
job3,identity advertisement multimedia,0.0
job3,identity product packaging,0.0
job3,java spark scala,0.0
job3,knowledge variety machine,0.5
job3,language tool sql,0.333
job3,learning predictive modelling,0.0
job3,mac platform excellent,0.0
job3,machine learning predictive,0.0
job3,machine learning project,0.5
job3,machine learning technique,0.5
job3,management skill ability,0.0
job3,managing analyzing visualizing,1.0
job3,marketing product packaging,0.0
job3,marketing production website,0.0
job3,marketing web design,0.0
job3,matlab sas java,0.0
job3,matlab sas sql,1.0
job3,method machine learning,0.0
job3,number following language,0.333
job3,one three year,0.0
job3,oral written skill,0.0
job3,packaging advertisement multimedia,0.0
job3,photoshop dreamweaver illustrator,0.0
job3,platform excellent skill,0.0
job3,please contact job1mail,0.0
job3,please contact job44mail,0.0
job3,product packaging advertisement,0.0
job3,production website design,0.0
job3,proficient graphic design,0.0
job3,proficient python r,0.0
job3,programming background data,1.0
job3,programming background photoshop,0.0
job3,programming background proven,0.0
job3,proven experience delivering,0.0
job3,python matlab sas,0.333
job3,python r programming,0.0
job3,related scientific discipline,0.0
job3,relevant programming language,0.0
job3,sas java spark,0.0
job3,scala aws tableau,0.0
job3,science machine learning,1.0
job3,scientific discipline bioinformatics,0.0
job3,skill ability communicate,0.0
job3,skill ability meet,0.0
job3,skill adobe cs5,0.0
job3,skill bioinformatics database,0.0
job3,sophisticated statistical method,0.0
job3,spark scala aws,0.0
job3,sql python matlab,0.333
job3,statistic programming background,0.333
job3,statistical method machine,0.0
job3,strong knowledge html,0.0
job3,strong statistic programming,0.333
job3,three year experience,0.25
job3,time management skill,0.0
job3,tool managing analyzing,1.0
job3,tool relevant programming,0.0
job3,tool sql python,0.333
job3,understanding marketing product,0.0
job3,understanding marketing production,0.0
job3,using sophisticated statistical,0.0
job3,variety machine learning,0.5
job3,visualizing large datasets,1.0
job3,web design interactive,0.0
job3,web design strong,0.0
job3,web marketing web,0.0
job3,website design corporate,0.0
job3,written skill ability,0.0
job3,year experience advanced,0.0
job3,year experience bioinformatics,0.0
job3,year experience data,0.333
job3,year experience graphic,0.0
job3,year experience related,0.0
job4,ability meet deadline,0.333
job4,adobe cs5 programming,0.0
job4,advanced statistical technique,0.0
job4,advertisement multimedia design,0.0
job4,analysis modelling method,0.0
job4,analyzing visualizing large,0.0
job4,bachelor degree graphic,0.5
job4,background data science,0.0
job4,background photoshop dreamweaver,0.0
job4,background photoshop illustrator,0.5
job4,background proven experience,0.0
job4,bioinformatics data science,0.0
job4,bioinformatics database bioinformatics,0.0
job4,bioinformatics tool relevant,0.0
job4,corporate identity advertisement,0.0
job4,corporate identity product,1.0
job4,cs5 programming background,0.0
job4,data analysis modelling,0.0
job4,data science machine,0.0
job4,database bioinformatics tool,0.0
job4,degree graphic design,0.5
job4,delivering data science,0.0
job4,delivering machine learning,0.0
job4,design corporate identity,0.5
job4,design interactive medium,0.0
job4,design related field,0.5
job4,design strong knowledge,0.0
job4,design web design,0.0
job4,designer related field,0.5
job4,discipline bioinformatics data,0.0
job4,effective time management,0.333
job4,excellent oral written,0.0
job4,excellent skill adobe,0.0
job4,excellent skill bioinformatics,0.0
job4,experience advanced statistical,0.0
job4,experience bioinformatics data,0.0
job4,experience data analysis,0.0
job4,experience data analytic,0.0
job4,experience data architecture,0.0
job4,experience data design,0.0
job4,experience data modelling,0.0
job4,experience delivering data,0.0
job4,experience delivering machine,0.0
job4,experience graphic designer,0.5
job4,experience number following,0.0
job4,experience related scientific,0.0
job4,experience tool managing,0.0
job4,experience using sophisticated,0.0
job4,experience web marketing,0.0
job4,experienced mac platform,0.0
job4,five year experience,0.0
job4,following language tool,0.0
job4,four year experience,0.0
job4,graphic design related,0.5
job4,graphic design web,0.0
job4,graphic designer related,0.5
job4,identity advertisement multimedia,0.0
job4,identity product packaging,1.0
job4,java spark scala,0.0
job4,knowledge variety machine,0.0
job4,language tool sql,0.0
job4,learning predictive modelling,0.0
job4,mac platform excellent,0.0
job4,machine learning predictive,0.0
job4,machine learning project,0.0
job4,machine learning technique,0.0
job4,management skill ability,0.333
job4,managing analyzing visualizing,0.0
job4,marketing product packaging,0.0
job4,marketing production website,0.5
job4,marketing web design,0.0
job4,matlab sas java,0.0
job4,matlab sas sql,0.0
job4,method machine learning,0.0
job4,number following language,0.0
job4,one three year,0.0
job4,oral written skill,0.0
job4,packaging advertisement multimedia,0.0
job4,photoshop dreamweaver illustrator,0.0
job4,platform excellent skill,0.0
job4,please contact job1mail,0.0
job4,please contact job44mail,1.0
job4,product packaging advertisement,0.0
job4,production website design,0.5
job4,proficient graphic design,0.0
job4,proficient python r,0.0
job4,programming background data,0.0
job4,programming background photoshop,0.333
job4,programming background proven,0.0
job4,proven experience delivering,0.0
job4,python matlab sas,0.0
job4,python r programming,0.0
job4,related scientific discipline,0.0
job4,relevant programming language,0.0
job4,sas java spark,0.0
job4,scala aws tableau,0.0
job4,science machine learning,0.0
job4,scientific discipline bioinformatics,0.0
job4,skill ability communicate,0.0
job4,skill ability meet,0.333
job4,skill adobe cs5,0.0
job4,skill bioinformatics database,0.0
job4,sophisticated statistical method,0.0
job4,spark scala aws,0.0
job4,sql python matlab,0.0
job4,statistic programming background,0.0
job4,statistical method machine,0.0
job4,strong knowledge html,0.0
job4,strong statistic programming,0.0
job4,three year experience,0.0
job4,time management skill,0.333
job4,tool managing analyzing,0.0
job4,tool relevant programming,0.0
job4,tool sql python,0.0
job4,understanding marketing product,0.0
job4,understanding marketing production,0.5
job4,using sophisticated statistical,0.0
job4,variety machine learning,0.0
job4,visualizing large datasets,0.0
job4,web design interactive,0.0
job4,web design strong,0.0
job4,web marketing web,0.0
job4,website design corporate,0.5
job4,written skill ability,0.0
job4,year experience advanced,0.0
job4,year experience bioinformatics,0.0
job4,year experience data,0.0
job4,year experience graphic,0.0
job4,year experience related,0.0
job5,ability meet deadline,0.333
job5,adobe cs5 programming,0.0
job5,advanced statistical technique,0.0
job5,advertisement multimedia design,0.5
job5,analysis modelling method,0.0
job5,analyzing visualizing large,0.0
job5,bachelor degree graphic,0.5
job5,background data science,0.0
job5,background photoshop dreamweaver,0.0
job5,background photoshop illustrator,0.5
job5,background proven experience,0.0
job5,bioinformatics data science,0.0
job5,bioinformatics database bioinformatics,0.0
job5,bioinformatics tool relevant,0.0
job5,corporate identity advertisement,1.0
job5,corporate identity product,0.0
job5,cs5 programming background,0.0
job5,data analysis modelling,0.0
job5,data science machine,0.0
job5,database bioinformatics tool,0.0
job5,degree graphic design,0.5
job5,delivering data science,0.0
job5,delivering machine learning,0.0
job5,design corporate identity,0.5
job5,design interactive medium,1.0
job5,design related field,0.0
job5,design strong knowledge,1.0
job5,design web design,1.0
job5,designer related field,0.0
job5,discipline bioinformatics data,0.0
job5,effective time management,0.333
job5,excellent oral written,0.0
job5,excellent skill adobe,0.0
job5,excellent skill bioinformatics,0.0
job5,experience advanced statistical,0.0
job5,experience bioinformatics data,0.0
job5,experience data analysis,0.0
job5,experience data analytic,0.0
job5,experience data architecture,0.0
job5,experience data design,0.0
job5,experience data modelling,0.0
job5,experience delivering data,0.0
job5,experience delivering machine,0.0
job5,experience graphic designer,0.0
job5,experience number following,0.0
job5,experience related scientific,0.0
job5,experience tool managing,0.0
job5,experience using sophisticated,0.0
job5,experience web marketing,1.0
job5,experienced mac platform,0.0
job5,five year experience,0.0
job5,following language tool,0.0
job5,four year experience,0.0
job5,graphic design related,0.0
job5,graphic design web,1.0
job5,graphic designer related,0.0
job5,identity advertisement multimedia,1.0
job5,identity product packaging,0.0
job5,java spark scala,0.0
job5,knowledge variety machine,0.0
job5,language tool sql,0.0
job5,learning predictive modelling,0.0
job5,mac platform excellent,0.0
job5,machine learning predictive,0.0
job5,machine learning project,0.0
job5,machine learning technique,0.0
job5,management skill ability,0.333
job5,managing analyzing visualizing,0.0
job5,marketing product packaging,0.0
job5,marketing production website,0.5
job5,marketing web design,1.0
job5,matlab sas java,0.0
job5,matlab sas sql,0.0
job5,method machine learning,0.0
job5,number following language,0.0
job5,one three year,0.0
job5,oral written skill,0.0
job5,packaging advertisement multimedia,0.0
job5,photoshop dreamweaver illustrator,0.0
job5,platform excellent skill,0.0
job5,please contact job1mail,0.0
job5,please contact job44mail,0.0
job5,product packaging advertisement,0.0
job5,production website design,0.5
job5,proficient graphic design,0.0
job5,proficient python r,0.0
job5,programming background data,0.0
job5,programming background photoshop,0.333
job5,programming background proven,0.0
job5,proven experience delivering,0.0
job5,python matlab sas,0.0
job5,python r programming,0.0
job5,related scientific discipline,0.0
job5,relevant programming language,0.0
job5,sas java spark,0.0
job5,scala aws tableau,0.0
job5,science machine learning,0.0
job5,scientific discipline bioinformatics,0.0
job5,skill ability communicate,0.0
job5,skill ability meet,0.333
job5,skill adobe cs5,0.0
job5,skill bioinformatics database,0.0
job5,sophisticated statistical method,0.0
job5,spark scala aws,0.0
job5,sql python matlab,0.0
job5,statistic programming background,0.0
job5,statistical method machine,0.0
job5,strong knowledge html,1.0
job5,strong statistic programming,0.0
job5,three year experience,0.0
job5,time management skill,0.333
job5,tool managing analyzing,0.0
job5,tool relevant programming,0.0
job5,tool sql python,0.0
job5,understanding marketing product,0.0
job5,understanding marketing production,0.5
job5,using sophisticated statistical,0.0
job5,variety machine learning,0.0
job5,visualizing large datasets,0.0
job5,web design interactive,1.0
job5,web design strong,1.0
job5,web marketing web,1.0
job5,website design corporate,0.5
job5,written skill ability,0.0
job5,year experience advanced,0.0
job5,year experience bioinformatics,0.0
job5,year experience data,0.0
job5,year experience graphic,0.0
job5,year experience related,0.0
job6,ability meet deadline,0.333
job6,adobe cs5 programming,1.0
job6,advanced statistical technique,0.0
job6,advertisement multimedia design,0.5
job6,analysis modelling method,0.0
job6,analyzing visualizing large,0.0
job6,bachelor degree graphic,0.0
job6,background data science,0.0
job6,background photoshop dreamweaver,1.0
job6,background photoshop illustrator,0.0
job6,background proven experience,0.0
job6,bioinformatics data science,0.0
job6,bioinformatics database bioinformatics,0.0
job6,bioinformatics tool relevant,0.0
job6,corporate identity advertisement,0.0
job6,corporate identity product,0.0
job6,cs5 programming background,1.0
job6,data analysis modelling,0.0
job6,data science machine,0.0
job6,database bioinformatics tool,0.0
job6,degree graphic design,0.0
job6,delivering data science,0.0
job6,delivering machine learning,0.0
job6,design corporate identity,0.0
job6,design interactive medium,0.0
job6,design related field,0.5
job6,design strong knowledge,0.0
job6,design web design,0.0
job6,designer related field,0.5
job6,discipline bioinformatics data,0.0
job6,effective time management,0.333
job6,excellent oral written,0.0
job6,excellent skill adobe,1.0
job6,excellent skill bioinformatics,0.0
job6,experience advanced statistical,0.0
job6,experience bioinformatics data,0.0
job6,experience data analysis,0.0
job6,experience data analytic,0.0
job6,experience data architecture,0.0
job6,experience data design,0.0
job6,experience data modelling,0.0
job6,experience delivering data,0.0
job6,experience delivering machine,0.0
job6,experience graphic designer,0.5
job6,experience number following,0.0
job6,experience related scientific,0.0
job6,experience tool managing,0.0
job6,experience using sophisticated,0.0
job6,experience web marketing,0.0
job6,experienced mac platform,1.0
job6,five year experience,0.0
job6,following language tool,0.0
job6,four year experience,0.0
job6,graphic design related,0.5
job6,graphic design web,0.0
job6,graphic designer related,0.5
job6,identity advertisement multimedia,0.0
job6,identity product packaging,0.0
job6,java spark scala,0.0
job6,knowledge variety machine,0.0
job6,language tool sql,0.0
job6,learning predictive modelling,0.0
job6,mac platform excellent,1.0
job6,machine learning predictive,0.0
job6,machine learning project,0.0
job6,machine learning technique,0.0
job6,management skill ability,0.333
job6,managing analyzing visualizing,0.0
job6,marketing product packaging,1.0
job6,marketing production website,0.0
job6,marketing web design,0.0
job6,matlab sas java,0.0
job6,matlab sas sql,0.0
job6,method machine learning,0.0
job6,number following language,0.0
job6,one three year,0.0
job6,oral written skill,0.0
job6,packaging advertisement multimedia,1.0
job6,photoshop dreamweaver illustrator,1.0
job6,platform excellent skill,1.0
job6,please contact job1mail,0.0
job6,please contact job44mail,0.0
job6,product packaging advertisement,1.0
job6,production website design,0.0
job6,proficient graphic design,1.0
job6,proficient python r,0.0
job6,programming background data,0.0
job6,programming background photoshop,0.333
job6,programming background proven,0.0
job6,proven experience delivering,0.0
job6,python matlab sas,0.0
job6,python r programming,0.0
job6,related scientific discipline,0.0
job6,relevant programming language,0.0
job6,sas java spark,0.0
job6,scala aws tableau,0.0
job6,science machine learning,0.0
job6,scientific discipline bioinformatics,0.0
job6,skill ability communicate,0.0
job6,skill ability meet,0.333
job6,skill adobe cs5,1.0
job6,skill bioinformatics database,0.0
job6,sophisticated statistical method,0.0
job6,spark scala aws,0.0
job6,sql python matlab,0.0
job6,statistic programming background,0.0
job6,statistical method machine,0.0
job6,strong knowledge html,0.0
job6,strong statistic programming,0.0
job6,three year experience,0.25
job6,time management skill,0.333
job6,tool managing analyzing,0.0
job6,tool relevant programming,0.0
job6,tool sql python,0.0
job6,understanding marketing product,1.0
job6,understanding marketing production,0.0
job6,using sophisticated statistical,0.0
job6,variety machine learning,0.0
job6,visualizing large datasets,0.0
job6,web design interactive,0.0
job6,web design strong,0.0
job6,web marketing web,0.0
job6,website design corporate,0.0
job6,written skill ability,0.0
job6,year experience advanced,0.0
job6,year experience bioinformatics,0.0
job6,year experience data,0.0
job6,year experience graphic,1.0
job6,year experience related,0.0
job7,ability meet deadline,0.0
job7,adobe cs5 programming,0.0
job7,advanced statistical technique,0.0
job7,advertisement multimedia design,0.0
job7,analysis modelling method,0.0
job7,analyzing visualizing large,0.0
job7,bachelor degree graphic,0.0
job7,background data science,0.0
job7,background photoshop dreamweaver,0.0
job7,background photoshop illustrator,0.0
job7,background proven experience,0.0
job7,bioinformatics data science,0.5
job7,bioinformatics database bioinformatics,0.5
job7,bioinformatics tool relevant,0.5
job7,corporate identity advertisement,0.0
job7,corporate identity product,0.0
job7,cs5 programming background,0.0
job7,data analysis modelling,0.0
job7,data science machine,0.0
job7,database bioinformatics tool,0.5
job7,degree graphic design,0.0
job7,delivering data science,0.0
job7,delivering machine learning,0.0
job7,design corporate identity,0.0
job7,design interactive medium,0.0
job7,design related field,0.0
job7,design strong knowledge,0.0
job7,design web design,0.0
job7,designer related field,0.0
job7,discipline bioinformatics data,0.0
job7,effective time management,0.0
job7,excellent oral written,0.5
job7,excellent skill adobe,0.0
job7,excellent skill bioinformatics,0.5
job7,experience advanced statistical,0.0
job7,experience bioinformatics data,1.0
job7,experience data analysis,0.0
job7,experience data analytic,0.0
job7,experience data architecture,0.0
job7,experience data design,0.0
job7,experience data modelling,0.0
job7,experience delivering data,0.0
job7,experience delivering machine,0.0
job7,experience graphic designer,0.0
job7,experience number following,0.0
job7,experience related scientific,0.0
job7,experience tool managing,0.0
job7,experience using sophisticated,0.5
job7,experience web marketing,0.0
job7,experienced mac platform,0.0
job7,five year experience,0.0
job7,following language tool,0.0
job7,four year experience,0.5
job7,graphic design related,0.0
job7,graphic design web,0.0
job7,graphic designer related,0.0
job7,identity advertisement multimedia,0.0
job7,identity product packaging,0.0
job7,java spark scala,0.0
job7,knowledge variety machine,0.0
job7,language tool sql,0.0
job7,learning predictive modelling,0.5
job7,mac platform excellent,0.0
job7,machine learning predictive,0.5
job7,machine learning project,0.0
job7,machine learning technique,0.0
job7,management skill ability,0.0
job7,managing analyzing visualizing,0.0
job7,marketing product packaging,0.0
job7,marketing production website,0.0
job7,marketing web design,0.0
job7,matlab sas java,0.0
job7,matlab sas sql,0.0
job7,method machine learning,0.5
job7,number following language,0.0
job7,one three year,0.0
job7,oral written skill,0.5
job7,packaging advertisement multimedia,0.0
job7,photoshop dreamweaver illustrator,0.0
job7,platform excellent skill,0.0
job7,please contact job1mail,0.0
job7,please contact job44mail,0.0
job7,product packaging advertisement,0.0
job7,production website design,0.0
job7,proficient graphic design,0.0
job7,proficient python r,0.5
job7,programming background data,0.0
job7,programming background photoshop,0.0
job7,programming background proven,0.0
job7,proven experience delivering,0.0
job7,python matlab sas,0.0
job7,python r programming,0.5
job7,related scientific discipline,0.0
job7,relevant programming language,0.5
job7,sas java spark,0.0
job7,scala aws tableau,0.0
job7,science machine learning,0.0
job7,scientific discipline bioinformatics,0.0
job7,skill ability communicate,0.5
job7,skill ability meet,0.0
job7,skill adobe cs5,0.0
job7,skill bioinformatics database,0.5
job7,sophisticated statistical method,0.5
job7,spark scala aws,0.0
job7,sql python matlab,0.0
job7,statistic programming background,0.0
job7,statistical method machine,0.5
job7,strong knowledge html,0.0
job7,strong statistic programming,0.0
job7,three year experience,0.0
job7,time management skill,0.0
job7,tool managing analyzing,0.0
job7,tool relevant programming,0.5
job7,tool sql python,0.0
job7,understanding marketing product,0.0
job7,understanding marketing production,0.0
job7,using sophisticated statistical,0.5
job7,variety machine learning,0.0
job7,visualizing large datasets,0.0
job7,web design interactive,0.0
job7,web design strong,0.0
job7,web marketing web,0.0
job7,website design corporate,0.0
job7,written skill ability,0.5
job7,year experience advanced,0.0
job7,year experience bioinformatics,1.0
job7,year experience data,0.0
job7,year experience graphic,0.0
job7,year experience related,0.0
job8,ability meet deadline,0.0
job8,adobe cs5 programming,0.0
job8,advanced statistical technique,0.0
job8,advertisement multimedia design,0.0
job8,analysis modelling method,0.0
job8,analyzing visualizing large,0.0
job8,bachelor degree graphic,0.0
job8,background data science,0.0
job8,background photoshop dreamweaver,0.0
job8,background photoshop illustrator,0.0
job8,background proven experience,0.0
job8,bioinformatics data science,0.5
job8,bioinformatics database bioinformatics,0.5
job8,bioinformatics tool relevant,0.5
job8,corporate identity advertisement,0.0
job8,corporate identity product,0.0
job8,cs5 programming background,0.0
job8,data analysis modelling,0.0
job8,data science machine,0.0
job8,database bioinformatics tool,0.5
job8,degree graphic design,0.0
job8,delivering data science,0.0
job8,delivering machine learning,0.0
job8,design corporate identity,0.0
job8,design interactive medium,0.0
job8,design related field,0.0
job8,design strong knowledge,0.0
job8,design web design,0.0
job8,designer related field,0.0
job8,discipline bioinformatics data,1.0
job8,effective time management,0.0
job8,excellent oral written,0.5
job8,excellent skill adobe,0.0
job8,excellent skill bioinformatics,0.5
job8,experience advanced statistical,0.0
job8,experience bioinformatics data,0.0
job8,experience data analysis,0.0
job8,experience data analytic,0.0
job8,experience data architecture,0.0
job8,experience data design,0.0
job8,experience data modelling,0.0
job8,experience delivering data,0.0
job8,experience delivering machine,0.0
job8,experience graphic designer,0.0
job8,experience number following,0.0
job8,experience related scientific,1.0
job8,experience tool managing,0.0
job8,experience using sophisticated,0.5
job8,experience web marketing,0.0
job8,experienced mac platform,0.0
job8,five year experience,0.0
job8,following language tool,0.0
job8,four year experience,0.0
job8,graphic design related,0.0
job8,graphic design web,0.0
job8,graphic designer related,0.0
job8,identity advertisement multimedia,0.0
job8,identity product packaging,0.0
